Bug ID,Product,Component,Severity,Priority,Resolution,Summary,text
99471,JDT,UI,normal,P2,FIXED,JDK compliance on New Java project wizard doesn't  change compiler compliance,"Product: JDT
Component: UI
Severity: normal
Priority: P2
Summary: JDK compliance on New Java project wizard doesn't  change compiler compliance
Resolution: FIXED"
25129,JDT,Text,major,P2,FIXED,IAE in eating code assist,"Product: JDT
Component: Text
Severity: major
Priority: P2
Summary: IAE in eating code assist
Resolution: FIXED"
247506,Platform,UI,normal,P3,FIXED,[Markers] Marker views behave wrong in single-click mode,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Markers] Marker views behave wrong in single-click mode
Resolution: FIXED"
58290,Platform,Debug,trivial,P3,FIXED,Launch error message spelling,"Product: Platform
Component: Debug
Severity: trivial
Priority: P3
Summary: Launch error message spelling
Resolution: FIXED"
56057,JDT,Debug,enhancement,P3,FIXED,AssignValueAction should do evaluations,"Product: JDT
Component: Debug
Severity: enhancement
Priority: P3
Summary: AssignValueAction should do evaluations
Resolution: FIXED"
26113,JDT,Debug,normal,P1,FIXED,Scrapbook launches showing up in history,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Scrapbook launches showing up in history
Resolution: FIXED"
86840,JDT,Text,normal,P2,FIXED,AFE in DefaultJavaFoldingStructureProvider after undoing refactoring,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: AFE in DefaultJavaFoldingStructureProvider after undoing refactoring
Resolution: FIXED"
339430,Platform,Releng,normal,P2,FIXED,Delta pack for Eclipse 4.2,"Product: Platform
Component: Releng
Severity: normal
Priority: P2
Summary: Delta pack for Eclipse 4.2
Resolution: FIXED"
294738,Platform,UI,trivial,P3,FIXED,[Viewers] (JFace) Assertion for missing LabelProvider in ViewerColumn,"Product: Platform
Component: UI
Severity: trivial
Priority: P3
Summary: [Viewers] (JFace) Assertion for missing LabelProvider in ViewerColumn
Resolution: FIXED"
323200,Platform,Doc,trivial,P3,FIXED,Action Binding contribution example is incorrect for Common Navigator Framework,"Product: Platform
Component: Doc
Severity: trivial
Priority: P3
Summary: Action Binding contribution example is incorrect for Common Navigator Framework
Resolution: FIXED"
84076,Platform,UI,critical,P1,FIXED,[Viewers][Progress]Refreshing Variables View blocks UI thread,"Product: Platform
Component: UI
Severity: critical
Priority: P1
Summary: [Viewers][Progress]Refreshing Variables View blocks UI thread
Resolution: FIXED"
46197,Platform,UI,trivial,P3,FIXED,[Workbench] bogus javadoc for IMemento.TAG_ID,"Product: Platform
Component: UI
Severity: trivial
Priority: P3
Summary: [Workbench] bogus javadoc for IMemento.TAG_ID
Resolution: FIXED"
63339,Platform,Ant,normal,P3,FIXED,AntUtil#getFileForLocation(...) has incorrect behavior on WinOS,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: AntUtil#getFileForLocation(...) has incorrect behavior on WinOS
Resolution: FIXED"
400150,Platform,IDE,minor,P3,FIXED,Multiple Quick fix error message is wrong for non-JDT problems,"Product: Platform
Component: IDE
Severity: minor
Priority: P3
Summary: Multiple Quick fix error message is wrong for non-JDT problems
Resolution: FIXED"
8772,JDT,Debug,normal,P1,FIXED,Infinitely looping stack trace in target pgm locks UI,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Infinitely looping stack trace in target pgm locks UI
Resolution: FIXED"
10839,JDT,Debug,normal,P1,FIXED,Java launch config: main type checks are too constraining,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: Java launch config: main type checks are too constraining
Resolution: FIXED"
18411,JDT,Core,normal,P2,FIXED,External JAR refresh - caching problem,"Product: JDT
Component: Core
Severity: normal
Priority: P2
Summary: External JAR refresh - caching problem
Resolution: FIXED"
71053,Platform,UI,major,P1,FIXED,[ActivityMgmt] IllegalArgException in Capability preference page,"Product: Platform
Component: UI
Severity: major
Priority: P1
Summary: [ActivityMgmt] IllegalArgException in Capability preference page
Resolution: FIXED"
15867,JDT,Debug,normal,P3,FIXED,"JavaConnectTab problems: Mneumonics, NumberFormatException","Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: JavaConnectTab problems: Mneumonics, NumberFormatException
Resolution: FIXED"
164548,JDT,Debug,trivial,P3,FIXED,vm name background is always white,"Product: JDT
Component: Debug
Severity: trivial
Priority: P3
Summary: vm name background is always white
Resolution: FIXED"
95179,JDT,UI,normal,P3,FIXED,[type filters] Type Filters not respected,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [type filters] Type Filters not respected
Resolution: FIXED"
81277,Platform,UI,normal,P3,FIXED,Uncompressed Tar archiving is 10 to 20 X slower then zip or compressed tar,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: Uncompressed Tar archiving is 10 to 20 X slower then zip or compressed tar
Resolution: FIXED"
16669,Platform,UI,major,P2,FIXED,[Coolbar] Tab order for coolbar items is backwards,"Product: Platform
Component: UI
Severity: major
Priority: P2
Summary: [Coolbar] Tab order for coolbar items is backwards
Resolution: FIXED"
169683,JDT,Debug,normal,P3,FIXED,javadoc warning in N20070105-0010,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: javadoc warning in N20070105-0010
Resolution: FIXED"
40212,Platform,Ant,normal,P3,FIXED,incorrect location of 'properties' in context menu of ant view,"Product: Platform
Component: Ant
Severity: normal
Priority: P3
Summary: incorrect location of 'properties' in context menu of ant view
Resolution: FIXED"
107496,JDT,Text,enhancement,P2,FIXED,[content assist] Automatic Imports Enhancement,"Product: JDT
Component: Text
Severity: enhancement
Priority: P2
Summary: [content assist] Automatic Imports Enhancement
Resolution: FIXED"
42282,Platform,Debug,normal,P3,FIXED,Inconsistent double-quote escaping in LaunchVariableUtil,"Product: Platform
Component: Debug
Severity: normal
Priority: P3
Summary: Inconsistent double-quote escaping in LaunchVariableUtil
Resolution: FIXED"
9649,JDT,Debug,blocker,P1,FIXED,Can't rebuild all - never returns,"Product: JDT
Component: Debug
Severity: blocker
Priority: P1
Summary: Can't rebuild all - never returns
Resolution: FIXED"
3851,JDT,Debug,normal,P2,FIXED,Runnables on build path as .class not detected (1GEX6I0),"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Runnables on build path as .class not detected (1GEX6I0)
Resolution: FIXED"
330947,PDE,API Tools,enhancement,P3,FIXED,Investigate support for generating .api_description files for bundles that are not API tools enabled,"Product: PDE
Component: API Tools
Severity: enhancement
Priority: P3
Summary: Investigate support for generating .api_description files for bundles that are not API tools enabled
Resolution: FIXED"
287250,PDE,UI,enhancement,P3,FIXED,allow product export to create .war files rather than .zip,"Product: PDE
Component: UI
Severity: enhancement
Priority: P3
Summary: allow product export to create .war files rather than .zip
Resolution: FIXED"
226920,PDE,UI,normal,P3,FIXED,org.eclipse.pde.p2.ui is missing legal files,"Product: PDE
Component: UI
Severity: normal
Priority: P3
Summary: org.eclipse.pde.p2.ui is missing legal files
Resolution: FIXED"
13480,JDT,Debug,normal,P1,FIXED,NPE creating Java Project when running Runtime Workbench,"Product: JDT
Component: Debug
Severity: normal
Priority: P1
Summary: NPE creating Java Project when running Runtime Workbench
Resolution: FIXED"
44877,JDT,Debug,normal,P2,FIXED,Wrong JDK source lookup if Compile-JDK <> Debug-JDK,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Wrong JDK source lookup if Compile-JDK <> Debug-JDK
Resolution: FIXED"
49047,JDT,Debug,normal,P3,FIXED,scrapbook suspends on uncaught exceptions,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: scrapbook suspends on uncaught exceptions
Resolution: FIXED"
99029,JDT,Debug,normal,P3,FIXED,scrapbook does not respect background color,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: scrapbook does not respect background color
Resolution: FIXED"
190875,JDT,Debug,normal,P3,FIXED,help id associated with wrong widget on two pref pages,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: help id associated with wrong widget on two pref pages
Resolution: FIXED"
32824,Platform,Ant,normal,P2,FIXED,BadLocationException creating build.xml file,"Product: Platform
Component: Ant
Severity: normal
Priority: P2
Summary: BadLocationException creating build.xml file
Resolution: FIXED"
219577,PDE,UI,trivial,P3,FIXED,Use lowercase 'w' in 'Link with Editor',"Product: PDE
Component: UI
Severity: trivial
Priority: P3
Summary: Use lowercase 'w' in 'Link with Editor'
Resolution: FIXED"
94302,JDT,UI,normal,P3,FIXED,[Quick fix] on A.class offers odd generic replacement,"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: [Quick fix] on A.class offers odd generic replacement
Resolution: FIXED"
231073,Platform,Text,major,P3,FIXED,Fix for bug 185773 breaks binary compatibility,"Product: Platform
Component: Text
Severity: major
Priority: P3
Summary: Fix for bug 185773 breaks binary compatibility
Resolution: FIXED"
58719,JDT,Text,normal,P2,FIXED,[content assist] Context information: show parameters should show parameters for all overloaded methods,"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: [content assist] Context information: show parameters should show parameters for all overloaded methods
Resolution: FIXED"
55162,Platform,UI,normal,P1,FIXED,IPresentablePart needs to be able to opt out of done state,"Product: Platform
Component: UI
Severity: normal
Priority: P1
Summary: IPresentablePart needs to be able to opt out of done state
Resolution: FIXED"
64737,JDT,Text,normal,P2,FIXED,Ctrl-Right at start of line moves only tab-wise (in M9),"Product: JDT
Component: Text
Severity: normal
Priority: P2
Summary: Ctrl-Right at start of line moves only tab-wise (in M9)
Resolution: FIXED"
273489,Platform,UI,normal,P3,FIXED,[Mac] We should not nest sheets,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Mac] We should not nest sheets
Resolution: FIXED"
459413,Platform,SWT,normal,P3,FIXED,2 compile warnings in official build,"Product: Platform
Component: SWT
Severity: normal
Priority: P3
Summary: 2 compile warnings in official build
Resolution: FIXED"
118543,Platform,Text,normal,P3,FIXED,[implementation] Convert line delimiters actions are not always enabled when they should be,"Product: Platform
Component: Text
Severity: normal
Priority: P3
Summary: [implementation] Convert line delimiters actions are not always enabled when they should be
Resolution: FIXED"
31692,JDT,UI,critical,P2,FIXED,NPE in ProblemsLabelDecorator.isInside,"Product: JDT
Component: UI
Severity: critical
Priority: P2
Summary: NPE in ProblemsLabelDecorator.isInside
Resolution: FIXED"
219930,Platform,UI,normal,P3,FIXED,[Dialogs] [Themes] FilteredItemsSelectionDialog too small after changing dialog font,"Product: Platform
Component: UI
Severity: normal
Priority: P3
Summary: [Dialogs] [Themes] FilteredItemsSelectionDialog too small after changing dialog font
Resolution: FIXED"
29112,Platform,Debug,enhancement,P3,FIXED,"Add key binding to ""open link"" action in console","Product: Platform
Component: Debug
Severity: enhancement
Priority: P3
Summary: Add key binding to ""open link"" action in console
Resolution: FIXED"
360600,JDT,Core,normal,P3,DUPLICATE,Since 3.7.1 JDT formatter has trouble with 0x8000000000000000L and 0x80000000,"Product: JDT
Component: Core
Severity: normal
Priority: P3
Summary: Since 3.7.1 JDT formatter has trouble with 0x8000000000000000L and 0x80000000
Resolution: DUPLICATE"
118435,Platform,UI,normal,P2,FIXED,[Markers] Trying to implement WorkbenchMarkerResolution,"Product: Platform
Component: UI
Severity: normal
Priority: P2
Summary: [Markers] Trying to implement WorkbenchMarkerResolution
Resolution: FIXED"
65191,JDT,UI,normal,P3,FIXED,Can't attach source from folder to JAR [build path],"Product: JDT
Component: UI
Severity: normal
Priority: P3
Summary: Can't attach source from folder to JAR [build path]
Resolution: FIXED"
4953,JDT,Debug,normal,P2,FIXED,Double click does not change value in inspector,"Product: JDT
Component: Debug
Severity: normal
Priority: P2
Summary: Double click does not change value in inspector
Resolution: FIXED"
49445,Platform,Ant,enhancement,P3,FIXED,outline and ant runner views should  include imported targets,"Product: Platform
Component: Ant
Severity: enhancement
Priority: P3
Summary: outline and ant runner views should  include imported targets
Resolution: FIXED"
94991,JDT,UI,enhancement,P2,FIXED,Support new default line separator API in code that creates text files.,"Product: JDT
Component: UI
Severity: enhancement
Priority: P2
Summary: Support new default line separator API in code that creates text files.
Resolution: FIXED"
55421,JDT,Core,blocker,P2,FIXED,Cannot save a .java file in a non-java project anymore,"Product: JDT
Component: Core
Severity: blocker
Priority: P2
Summary: Cannot save a .java file in a non-java project anymore
Resolution: FIXED"
24693,Platform,SWT,major,P2,FIXED,org.eclipse.swt.graphics.GC.drawString() fails to draw euro sign,"Product: Platform
Component: SWT
Severity: major
Priority: P2
Summary: org.eclipse.swt.graphics.GC.drawString() fails to draw euro sign
Resolution: FIXED"
17581,JDT,UI,major,P2,FIXED,CompletionProposalPopup should null its instance vars on hide(),"Product: JDT
Component: UI
Severity: major
Priority: P2
Summary: CompletionProposalPopup should null its instance vars on hide()
Resolution: FIXED"
322572,PDE,API Tools,normal,P3,FIXED,API Tools ant tasks should use links/profile metadata to discover bundles in an installation,"Product: PDE
Component: API Tools
Severity: normal
Priority: P3
Summary: API Tools ant tasks should use links/profile metadata to discover bundles in an installation
Resolution: FIXED"
16358,JDT,Debug,normal,P3,FIXED,Advanced actions creating dialogs on the wrong shell,"Product: JDT
Component: Debug
Severity: normal
Priority: P3
Summary: Advanced actions creating dialogs on the wrong shell
Resolution: FIXED"
